Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum,clustering,Authority,Hub,indegree,outdegree,Degree
13,13,,8,0.279733,0.317266,0,0,6427,0.014474,0,0.082119,1,96,97
1217856138,1217856138,,0,0,0,0,0,6426,0,0.003719,0,1,0,1
1221502667,1221502667,,0,0,0,0,0,6425,0,0.003719,0,1,0,1
1221504408,1221504408,,0,0,0,0,0,6424,0,0.003719,0,1,0,1
1221507205,1221507205,,0,0,0,0,0,6423,0,0.003719,0,1,0,1
1221594483,1221594483,,0,0,0,0,0,6422,0,0.003719,0,1,0,1
9236,9236,,4,0.439252,0.539894,232.142857,0,6265,0.049858,0.012917,0.014569,6,22,28
1225987928,1225987928,,0,0,0,0,0,6421,0,0.003719,0,1,0,1
112671,112671,,1,1,1,425,0,1666,0.07619,0.014777,0,10,6,16
1244844556,1244844556,,0,0,0,0,0,6420,0,0.003719,0,1,0,1
35364,35364,,5,0.466887,0.543972,1787.854737,0,2147,0.044534,0.060034,0.037684,14,26,40
1229616035,1229616035,,0,0,0,0,0,6419,0,0.003719,0,1,0,1
22489,22489,,2,0.692308,0.777778,265.463889,0,1481,0.087912,0.042767,0.005845,9,6,15
1222417841,1222417841,,0,0,0,0,0,6418,0,0.003719,0,1,0,1
7743,7743,,1,1,1,38,0,2104,0.166667,0.016317,0,6,2,8
1223694265,1223694265,,0,0,0,0,0,6417,0,0.003719,0,1,0,1
1277510,1277510,,2,0.625,0.7,1313.1,0,543,0.068627,0.0174,0.002545,14,5,19
1222465153,1222465153,,0,0,0,0,0,6416,0,0.003719,0,1,0,1
14690,14690,,3,0.684211,0.794872,572.2,0,1110,0.059524,0.033254,0.005792,13,9,22
1244086592,1244086592,,0,0,0,0,0,6415,0,0.003719,0,1,0,1
15955,15955,,1,1,1,214,0,1017,0.086842,0.043705,0,18,3,21
1222160518,1222160518,,0,0,0,0,0,6414,0,0.003719,0,1,0,1
2147,2147,,8,0.320826,0.365869,41486.250018,0,4072,0.014111,0.041456,0.123128,17,113,130
1221807381,1221807381,,0,0,0,0,0,6413,0,0.003719,0,1,0,1
1222411513,1222411513,,0,0,0,0,0,6412,0,0.003719,0,1,0,1
25749,25749,,0,0,0,0,0,6252,0.066667,0.013719,0,6,0,6
1225995002,1225995002,,0,0,0,0,0,6411,0,0.003719,0,1,0,1
1226421793,1226421793,,0,0,0,0,0,6410,0,0.003719,0,1,0,1
47775,47775,,1,1,1,2376,0,603,0.037928,0.084394,0,35,13,48
1240196397,1240196397,,0,0,0,0,0,6409,0,0.003719,0,1,0,1
20128,20128,,2,0.888889,0.9375,274.15,0,3672,0.071429,0.010722,0.004221,7,8,15
1222168887,1222168887,,0,0,0,0,0,6408,0,0.003719,0,1,0,1
15168,15168,,4,0.435714,0.540301,1168.174939,0,3898,0.035294,0.023253,0.018721,5,31,36
1223879040,1223879040,,0,0,0,0,0,6407,0,0.003719,0,1,0,1
54964,54964,,1,1,1,13688,0,815,0.01077,0.230245,0,87,60,147
1240122845,1240122845,,0,0,0,0,0,6406,0,0.003719,0,1,0,1
234,234,,7,0.286903,0.321165,2822.24549,0,6405,0.015266,0.006951,0.05224,3,83,86
1219728892,1219728892,,0,0,0,0,0,5096,0,0.003719,0,1,0,1
23309,23309,,1,1,1,606,0,1924,0.061265,0.053932,0,17,7,24
1224395674,1224395674,,0,0,0,0,0,5095,0,0.003719,0,1,0,1
270,270,,9,0.23807,0.263865,312.166667,0,5094,0.04064,0.003719,0.015998,2,28,30
1222546410,1222546410,,0,0,0,0,0,4858,0,0.003719,0,1,0,1
325418,325418,,2,0.8,0.875,5697.882096,0,1007,0.022311,0.167942,0.007533,54,25,79
1244528677,1244528677,,0,0,0,0,0,4857,0,0.003719,0,1,0,1
9021,9021,,6,0.326219,0.404873,3778.477401,0,4856,0.01,0.021039,0.069197,7,119,126
1225823609,1225823609,,0,0,0,0,0,4594,0,0.003719,0,1,0,1
14731,14731,,1,1,1,1089,0,556,0.052536,0.061995,0,15,10,25
1240196703,1240196703,,0,0,0,0,0,4593,0,0.003719,0,1,0,1
5963,5963,,3,0.478049,0.556122,1903.124206,0,882,0.046154,0.007098,0.012786,5,22,27
1222684951,1222684951,,0,0,0,0,0,4592,0,0.003719,0,1,0,1
48465,48465,,1,1,1,3094,0,52,0.022721,0.173932,0,74,14,88
1240703999,1240703999,,0,0,0,0,0,4591,0,0.003719,0,1,0,1
4435,4435,,6,0.335,0.390334,275.405988,0,2554,0.043347,0.012454,0.039386,3,30,33
1229648966,1229648966,,0,0,0,0,0,4590,0,0.003719,0,1,0,1
11614,11614,,3,0.45122,0.536036,18.725,0,4589,0,0.003719,0.004306,1,8,9
1227010450,1227010450,,0,0,0,0,0,4577,0,0.003719,0,1,0,1
57698,57698,,1,1,1,55,0,4576,0.071429,0.007517,0,3,12,15
1239838799,1239838799,,0,0,0,0,0,4564,0,0.003719,0,1,0,1
22076,22076,,3,0.563025,0.676617,5708.54267,0,301,0.024554,0.098918,0.011356,36,29,65
1222781423,1222781423,,0,0,0,0,0,4563,0,0.003719,0,1,0,1
1226510539,1226510539,,0,0,0,0,0,4562,0,0.003719,0,1,0,1
2041708,2041708,,1,1,1,15,0,4561,0.111111,0.003958,0,4,6,10
1244530115,1244530115,,0,0,0,0,0,4555,0,0.003719,0,1,0,1
65403,65403,,0,0,0,0,0,496,0.032051,0.037099,0,13,0,13
1239624278,1239624278,,0,0,0,0,0,4554,0,0.003719,0,1,0,1
9611,9611,,6,0.283784,0.330611,2480.837256,0,4553,0.01831,0.017989,0.064773,5,67,72
1232893986,1232893986,,0,0,0,0,0,4392,0,0.003719,0,1,0,1
18333,18333,,6,0.313403,0.342091,4654.576007,0,4391,0.051383,0.008137,0.005272,5,19,24
1224174528,1224174528,,0,0,0,0,0,4161,0,0.003719,0,1,0,1
1968,1968,,9,0.319398,0.375483,4026.119841,0,4160,0.007091,0.004898,0.192893,3,194,197
1221589937,1221589937,,0,0,0,0,0,1353,0,0.003719,0,1,0,1
89862,89862,,0,0,0,0,0,328,0.016667,0.040445,0,16,0,16
1239514892,1239514892,,0,0,0,0,0,1352,0,0.003719,0,1,0,1
6068,6068,,3,0.617647,0.738095,1575.162325,0,1351,0.037634,0.01875,0.014591,9,23,32
1239997392,1239997392,,0,0,0,0,0,1332,0,0.003719,0,1,0,1
63925,63925,,0,0,0,0,0,1331,0,0.003719,0,1,0,1
1239719430,1239719430,,0,0,0,0,0,1330,0,0.003719,0,1,0,1
13753,13753,,1,1,1,293.5,0,753,0.089744,0.03065,0.010742,8,6,14
1242120378,1242120378,,0,0,0,0,0,1329,0,0.003719,0,1,0,1
8123,8123,,2,0.7,0.785714,511.608333,0,1141,0.069853,0.015369,0.002566,9,9,18
1224389246,1224389246,,0,0,0,0,0,1328,0,0.003719,0,1,0,1
66519,66519,,2,0.684211,0.769231,532.17619,0,1327,0.043333,0.026522,0.00217,11,15,26
1245576943,1245576943,,0,0,0,0,0,1301,0,0.003719,0,1,0,1
18511,18511,,5,0.355617,0.389556,3645.366337,0,1300,0.048387,0.039261,0.013198,16,16,32
1225418402,1225418402,,0,0,0,0,0,1167,0,0.003719,0,1,0,1
2148773,2148773,,1,1,1,45,0,1166,0.125,0.01962,0,4,6,10
1225215028,1225215028,,0,0,0,0,0,1160,0,0.003719,0,1,0,1
1227227363,1227227363,,0,0,0,0,0,1159,0,0.003719,0,1,0,1
49632,49632,,1,1,1,26,0,1158,0.166667,0.007111,0,4,3,7
1242195520,1242195520,,0,0,0,0,0,1155,0,0.003719,0,1,0,1
23339,23339,,2,0.789474,0.866667,1324.394841,0,293,0.064935,0.023413,0.00432,11,12,23
1249038638,1249038638,,0,0,0,0,0,1154,0,0.003719,0,1,0,1
80500,80500,,1,1,1,96,0,1153,0.133333,0.030919,0,8,3,11
1244060525,1244060525,,0,0,0,0,0,1150,0,0.003719,0,1,0,1
4086,4086,,7,0.280024,0.332664,2570.050267,0,1149,0.032738,0.027941,0.025828,9,41,50
1221814099,1221814099,,0,0,0,0,0,360,0,0.003719,0,1,0,1
8207,8207,,2,0.615385,0.6875,0,0,6430,0.25,0,0.000837,1,4,5
23893,23893,,1,1,1,470,0,187,0.066667,0.018404,0,11,6,17
1226785618,1226785618,,0,0,0,0,0,6429,0,0.000038,0,1,0,1
1221703425,1221703425,,0,0,0,0,0,6428,0,0.000038,0,1,0,1
17,17,,7,0.291068,0.31906,0,0,7992,0.016588,0,0.071378,1,88,89
1217622124,1217622124,,0,0,0,0,0,7991,0,0.003232,0,1,0,1
1220498865,1220498865,,0,0,0,0,0,7990,0,0.003232,0,1,0,1
1224729554,1224729554,,0,0,0,0,0,7989,0,0.003232,0,1,0,1
1225318385,1225318385,,0,0,0,0,0,7988,0,0.003232,0,1,0,1
1228881692,1228881692,,0,0,0,0,0,7987,0,0.003232,0,1,0,1
1236221226,1236221226,,0,0,0,0,0,7986,0,0.003232,0,1,0,1
128028,128028,,1,1,1,45,0,6246,0.111111,0.00871,0,6,4,10
1246961696,1246961696,,0,0,0,0,0,7985,0,0.003232,0,1,0,1
29,29,,7,0.297345,0.33004,957.396588,0,7984,0.012115,0.003232,0.096676,2,119,121
1239766209,1239766209,,0,0,0,0,0,7752,0,0.003232,0,1,0,1
615,615,,8,0.277977,0.318417,1795.343588,0,7551,0.012695,0.010511,0.08123,3,109,112
1219046284,1219046284,,0,0,0,0,0,7751,0,0.003232,0,1,0,1
71,71,,7,0.291963,0.325112,1149.618098,0,7750,0.012645,0.003232,0.085271,2,124,126
1219363037,1219363037,,0,0,0,0,0,7105,0,0.003232,0,1,0,1
68183,68183,,0,0,0,0,0,2099,0.021978,0.064685,0,14,0,14
1240800643,1240800643,,0,0,0,0,0,7104,0,0.003232,0,1,0,1
1244538093,1244538093,,0,0,0,0,0,7103,0,0.003232,0,1,0,1
91,91,,7,0.298628,0.330103,4827.406124,0,7102,0.013793,0.011472,0.083879,4,113,117
1217889451,1217889451,,0,0,0,0,0,6734,0,0.003232,0,1,0,1
1217983560,1217983560,,0,0,0,0,0,6733,0,0.003232,0,1,0,1
1219349576,1219349576,,0,0,0,0,0,6732,0,0.003232,0,1,0,1
1220587620,1220587620,,0,0,0,0,0,6731,0,0.003232,0,1,0,1
29798,29798,,2,0.8,0.875,8,0,6730,0.166667,0.004076,0.001294,3,4,7
1225334273,1225334273,,0,0,0,0,0,6727,0,0.003232,0,1,0,1
2577,2577,,11,0.186992,0.219082,1085.869646,0,5744,0.071895,0.02582,0.003758,9,10,19
1224802762,1224802762,,0,0,0,0,0,6726,0,0.003232,0,1,0,1
115,115,,8,0.282023,0.320769,1358.14579,0,6725,0.016878,0.00761,0.05048,3,77,80
1218698223,1218698223,,0,0,0,0,0,6573,0,0.003232,0,1,0,1
1218746527,1218746527,,0,0,0,0,0,6572,0,0.003232,0,1,0,1
1234219470,1234219470,,0,0,0,0,0,6571,0,0.003232,0,1,0,1
13442,13442,,4,0.473282,0.552419,621.777778,0,1381,0.065789,0.021026,0.009309,7,14,21
1233704443,1233704443,,0,0,0,0,0,6570,0,0.003232,0,1,0,1
9382,9382,,4,0.429825,0.535714,262.922222,0,4850,0.070175,0.016715,0.006788,7,13,20
1229055710,1229055710,,0,0,0,0,0,6569,0,0.003232,0,1,0,1
1239768477,1239768477,,0,0,0,0,0,6568,0,0.003232,0,1,0,1
1228,1228,,7,0.318695,0.353581,14464.662503,0,5966,0.01286,0.020246,0.101975,7,125,132
1219187377,1219187377,,0,0,0,0,0,6567,0,0.003232,0,1,0,1
54491,54491,,2,0.556962,0.602273,748.308081,0,3270,0.051948,0.00881,0.016259,4,19,23
1233869926,1233869926,,0,0,0,0,0,6566,0,0.003232,0,1,0,1
6369,6369,,2,0.613333,0.684783,353.968687,0,2895,0.052536,0.017228,0.026581,7,18,25
1233733340,1233733340,,0,0,0,0,0,6565,0,0.003232,0,1,0,1
18658,18658,,2,0.714286,0.8,64.653571,0,2877,0.1,0.022072,0.001324,7,4,11
1222112758,1222112758,,0,0,0,0,0,6564,0,0.003232,0,1,0,1
114916,114916,,2,0.714286,0.8,15,0,6563,0.166667,0.008642,0.000002,4,4,8
1243907553,1243907553,,0,0,0,0,0,6557,0,0.003232,0,1,0,1
1218613663,1218613663,,0,0,0,0,0,6556,0,0.003232,0,1,0,1
383,383,,8,0.228331,0.252552,5015.894539,0,6122,0.030127,0.021715,0.016478,7,38,45
1217967519,1217967519,,0,0,0,0,0,6555,0,0.003232,0,1,0,1
1219961924,1219961924,,0,0,0,0,0,6554,0,0.003232,0,1,0,1
12597,12597,,7,0.262056,0.345734,4994.248611,0,2522,0.022686,0.051779,0.012613,17,42,59
1224883814,1224883814,,0,0,0,0,0,6553,0,0.003232,0,1,0,1
60738,60738,,1,1,1,1,0,6552,0.333333,0.003232,0,2,2,4
1233368568,1233368568,,0,0,0,0,0,6550,0,0.003232,0,1,0,1
1239153379,1239153379,,0,0,0,0,0,6549,0,0.003232,0,1,0,1
34537,34537,,2,0.666667,0.75,801.766667,0,4432,0.04065,0.101309,0.00391,30,13,43
1239767296,1239767296,,0,0,0,0,0,6548,0,0.003232,0,1,0,1
1343,1343,,10,0.236268,0.283685,2872.821888,0,6547,0.015152,0.010416,0.033619,5,74,79
1228882192,1228882192,,0,0,0,0,0,6446,0,0.003232,0,1,0,1
914,914,,10,0.208821,0.25789,1888.211887,0,6115,0.003361,0.004341,0.01367,2,33,35
1219177517,1219177517,,0,0,0,0,0,6445,0,0.003232,0,1,0,1
39321,39321,,2,0.826087,0.894737,2306.564426,0,497,0.028677,0.090687,0.004199,32,16,48
1234823377,1234823377,,0,0,0,0,0,6444,0,0.003232,0,1,0,1
1246651130,1246651130,,0,0,0,0,0,6443,0,0.003232,0,1,0,1
11333,11333,,2,0.896552,0.942308,793.1,0,4116,0.027875,0.059788,0.001755,19,24,43
1226090799,1226090799,,0,0,0,0,0,6442,0,0.003232,0,1,0,1
32173,32173,,1,1,1,1154.553205,0,331,0.045977,0.065902,0.002157,24,7,31
1239756805,1239756805,,0,0,0,0,0,6441,0,0.003232,0,1,0,1
27805,27805,,2,0.65,0.730769,294.527778,0,4601,0.084211,0.036147,0.005576,14,7,21
1226788725,1226788725,,0,0,0,0,0,6440,0,0.003232,0,1,0,1
6088,6088,,2,0.875,0.928571,68.5,0,6000,0,0.004485,0.002903,2,6,8
1223403579,1223403579,,0,0,0,0,0,6439,0,0.003232,0,1,0,1
60758,60758,,1,1,1,10,0,2157,0.2,0.022521,0,4,2,6
1242261950,1242261950,,0,0,0,0,0,6438,0,0.003232,0,1,0,1
20946,20946,,7,0.287739,0.333973,2786.234104,0,2684,0.044615,0.016086,0.016712,8,19,27
1224026674,1224026674,,0,0,0,0,0,6437,0,0.003232,0,1,0,1
1232867489,1232867489,,0,0,0,0,0,6436,0,0.003232,0,1,0,1
1239698223,1239698223,,0,0,0,0,0,6435,0,0.003232,0,1,0,1
4580,4580,,1,1,1,96,0,5017,0.190476,0.012089,0,4,4,8
1231905648,1231905648,,0,0,0,0,0,6434,0,0.003232,0,1,0,1
1232751586,1232751586,,0,0,0,0,0,6433,0,0.003232,0,1,0,1
1234218879,1234218879,,0,0,0,0,0,6432,0,0.003232,0,1,0,1
1242334771,1242334771,,0,0,0,0,0,6431,0,0.003232,0,1,0,1
73747,73747,,2,0.6,0.666667,0,0,7994,0,0,0.000402,0,2,2
77673,77673,,1,1,1,102.55609,0,4549,0.083333,0.008854,0.001093,9,5,14
1237914144,1237914144,,0,0,0,0,0,7993,0,0.000018,0,1,0,1
16404,16404,,5,0.297572,0.332701,0,0,8007,0.052632,0,0.01569,1,19,20
83075,83075,,0,0,0,0,0,8006,0,0.002452,0,2,0,2
1244256803,1244256803,,0,0,0,0,0,8005,0,0.000711,0,1,0,1
1226102642,1226102642,,0,0,0,0,0,8004,0,0.000711,0,1,0,1
1239497178,1239497178,,0,0,0,0,0,8003,0,0.000711,0,1,0,1
1240289414,1240289414,,0,0,0,0,0,8002,0,0.000711,0,1,0,1
39068,39068,,1,1,1,126,0,902,0.142857,0.002956,0.002912,4,4,8
1242271585,1242271585,,0,0,0,0,0,8001,0,0.000711,0,1,0,1
1244164281,1244164281,,0,0,0,0,0,8000,0,0.000711,0,1,0,1
1244846529,1244846529,,0,0,0,0,0,7999,0,0.000711,0,1,0,1
20774,20774,,4,0.46875,0.537963,4289.728575,0,1926,0.032313,0.039916,0.026122,18,32,50
1244590483,1244590483,,0,0,0,0,0,7998,0,0.000711,0,1,0,1
1244846311,1244846311,,0,0,0,0,0,7997,0,0.000711,0,1,0,1
27241,27241,,2,0.571429,0.625,111.866667,0,2652,0.111111,0.004026,0.01328,4,7,11
1242772837,1242772837,,0,0,0,0,0,7996,0,0.000711,0,1,0,1
1243551001,1243551001,,0,0,0,0,0,7995,0,0.000711,0,1,0,1
8217,8217,,3,0.47619,0.55,0,0,8011,0.2,0,0.000732,1,5,6
1223511047,1223511047,,0,0,0,0,0,8010,0,0.000033,0,1,0,1
1223638063,1223638063,,0,0,0,0,0,8009,0,0.000033,0,1,0,1
10583,10583,,2,0.727273,0.8125,558.6,0,2987,0.055556,0.016061,0.003057,8,11,19
1223552587,1223552587,,0,0,0,0,0,8008,0,0.000033,0,1,0,1
34824,34824,,3,0.490654,0.544444,66.125,0,7983,0.003268,0.011544,0.015843,2,16,18
1231924154,1231924154,,0,0,0,0,0,7972,0,0.004378,0,1,0,1
8167,8167,,1,1,1,102,0,1516,0.152778,0.024776,0,7,3,10
1223268751,1223268751,,0,0,0,0,0,7971,0,0.004378,0,1,0,1
86191,86191,,1,1,1,292,0,356,0.070833,0.03993,0,12,5,17
1239836214,1239836214,,0,0,0,0,0,7970,0,0.004378,0,1,0,1
1219267376,1219267376,,0,0,0,0,0,7969,0,0.004378,0,1,0,1
1219703013,1219703013,,0,0,0,0,0,7968,0,0.004378,0,1,0,1
1220577572,1220577572,,0,0,0,0,0,7967,0,0.004378,0,1,0,1
1227239988,1227239988,,0,0,0,0,0,7966,0,0.004378,0,1,0,1
1228430507,1228430507,,0,0,0,0,0,7965,0,0.004378,0,1,0,1
1232430071,1232430071,,0,0,0,0,0,7964,0,0.004378,0,1,0,1
1232689883,1232689883,,0,0,0,0,0,7963,0,0.004378,0,1,0,1
1233111443,1233111443,,0,0,0,0,0,7962,0,0.004378,0,1,0,1
1237000942,1237000942,,0,0,0,0,0,7961,0,0.004378,0,1,0,1
1241578476,1241578476,,0,0,0,0,0,7960,0,0.004378,0,1,0,1
1241656728,1241656728,,0,0,0,0,0,7959,0,0.004378,0,1,0,1
1245268042,1245268042,,0,0,0,0,0,7958,0,0.004378,0,1,0,1
4653,4653,,1,1,1,350,0,2123,0.058065,0.076829,0,24,8,32
1228601953,1228601953,,0,0,0,0,0,7957,0,0.004378,0,1,0,1
1229896652,1229896652,,0,0,0,0,0,7956,0,0.004378,0,1,0,1
1231062883,1231062883,,0,0,0,0,0,7955,0,0.004378,0,1,0,1
41021,41021,,1,1,1,89.333333,0,7954,0.021277,0.004378,0.000178,2,46,48
1230876756,1230876756,,0,0,0,0,0,7909,0,0.004378,0,1,0,1
1232065533,1232065533,,0,0,0,0,0,7908,0,0.004378,0,1,0,1
48705,48705,,1,1,1,142,0,419,0.084967,0.028305,0,17,2,19
1232012719,1232012719,,0,0,0,0,0,7907,0,0.004378,0,1,0,1
73794,73794,,2,0.8,0.875,25.214286,0,7906,0.071429,0.004378,0.001072,2,13,15
1241827354,1241827354,,0,0,0,0,0,7894,0,0.004378,0,1,0,1
22088,22088,,4,0.413043,0.494518,1956.367821,0,1475,0.047379,0.085873,0.013467,20,13,33
1223413236,1223413236,,0,0,0,0,0,7893,0,0.004378,0,1,0,1
1223574620,1223574620,,0,0,0,0,0,7892,0,0.004378,0,1,0,1
2648,2648,,5,0.340874,0.376926,570.896399,0,6339,0.038462,0.012712,0.003684,6,21,27
1222056381,1222056381,,0,0,0,0,0,7891,0,0.004378,0,1,0,1
1223932690,1223932690,,0,0,0,0,0,7890,0,0.004378,0,1,0,1
1116,1116,,8,0.282886,0.313095,3888.489415,0,6674,0.020481,0.007544,0.05808,4,60,64
1228958635,1228958635,,0,0,0,0,0,7889,0,0.004378,0,1,0,1
1231391698,1231391698,,0,0,0,0,0,7888,0,0.004378,0,1,0,1
1220395208,1220395208,,0,0,0,0,0,7887,0,0.004378,0,1,0,1
1231985158,1231985158,,0,0,0,0,0,7886,0,0.004378,0,1,0,1
1233113570,1233113570,,0,0,0,0,0,7885,0,0.004378,0,1,0,1
1229388981,1229388981,,0,0,0,0,0,7884,0,0.004378,0,1,0,1
428190,428190,,4,0.514706,0.692857,866.705556,0,2937,0.038889,0.057986,0.002922,18,19,37
1232061122,1232061122,,0,0,0,0,0,7883,0,0.004378,0,1,0,1
68768,68768,,1,1,1,36,0,2717,0.083333,0.036369,0,11,2,13
1240618177,1240618177,,0,0,0,0,0,7882,0,0.004378,0,1,0,1
65223,65223,,1,1,1,198,0,527,0.1,0.019375,0,10,2,12
1242424571,1242424571,,0,0,0,0,0,7881,0,0.004378,0,1,0,1
90826,90826,,0,0,0,0,0,7880,0,0.004378,0,1,0,1
1239865434,1239865434,,0,0,0,0,0,7879,0,0.004378,0,1,0,1
209,209,,9,0.225455,0.249979,267.566667,0,7878,0.031194,0.004378,0.014433,2,33,35
1236546220,1236546220,,0,0,0,0,0,7826,0,0.004378,0,1,0,1
25320,25320,,5,0.390977,0.501603,70.133333,0,7825,0.087912,0.0055,0.005887,4,11,15
1223267971,1223267971,,0,0,0,0,0,7816,0,0.004378,0,1,0,1
35061,35061,,1,1,1,6,0,7815,0.2,0.006831,0,3,3,6
1227217231,1227217231,,0,0,0,0,0,7812,0,0.004378,0,1,0,1
1229744550,1229744550,,0,0,0,0,0,7811,0,0.004378,0,1,0,1
1232425525,1232425525,,0,0,0,0,0,7810,0,0.004378,0,1,0,1
11522,11522,,2,0.534351,0.564286,514.440476,0,1439,0.067251,0.042695,0.013007,10,10,20
1233618105,1233618105,,0,0,0,0,0,7809,0,0.004378,0,1,0,1
16645,16645,,5,0.347826,0.375748,277.632418,0,6393,0.017857,0.006744,0.003979,2,6,8
1231204886,1231204886,,0,0,0,0,0,7808,0,0.004378,0,1,0,1
32528,32528,,1,1,1,46,0,2810,0.25,0.007327,0,3,2,5
1233361388,1233361388,,0,0,0,0,0,7807,0,0.004378,0,1,0,1
39709,39709,,2,0.59375,0.657895,1085.266667,0,204,0.03876,0.116917,0.007958,37,7,44
1242155089,1242155089,,0,0,0,0,0,7806,0,0.004378,0,1,0,1
6952,6952,,4,0.392405,0.438172,8.636905,0,7805,0,0.004378,0.002991,1,2,3
1245283619,1245283619,,0,0,0,0,0,7803,0,0.004378,0,1,0,1
4906,4906,,1,1,1,504,0,2025,0.049407,0.024849,0,9,15,24
1231412123,1231412123,,0,0,0,0,0,7802,0,0.004378,0,1,0,1
1221529245,1221529245,,0,0,0,0,0,7801,0,0.004378,0,1,0,1
5441,5441,,4,0.460145,0.535433,5819.210243,0,1038,0.037003,0.05364,0.011621,24,24,48
1230893047,1230893047,,0,0,0,0,0,7800,0,0.004378,0,1,0,1
34632,34632,,1,1,1,21,0,6749,0.142857,0.023645,0,5,4,9
